masv,mamh,diem
V0646,LQL2,9.0
V0646,NMLT,10.0
V0646,TOA1,7.5
V0646,TOA2,9.0
V0646,TTNT,7.0
V0647,CSD1,8.5
V0647,CSD2,6.5
V0647,CTDL,5.5
V0647,KTLT,8.5
V0647,LQL1,6.5
V0647,LQL2,6.0
V0647,NMLT,7.5
V0647,TOA1,5.5
V0647,TOA2,5.0
V0647,TTNT,6.5
V0648,CSD1,5.0
V0648,CSD2,10.0
V0648,CTDL,9.0
V0648,KTLT,10.0
V0648,LQL1,7.0
V0648,LQL2,7.0
V0648,NMLT,5.5
V0648,TOA1,7.0
V0648,TOA2,10.0
V0648,TTNT,8.0
V0649,CSD1,9.0
V0649,CSD2,8.0
V0649,CTDL,6.0
V0649,KTLT,9.5
V0649,LQL1,6.0
V0649,LQL2,10.0
V0649,NMLT,5.5
V0649,TOA1,5.0
V0649,TOA2,5.0
V0649,TTNT,5.5
V0650,CSD1,4.0
V0650,CSD2,8.0
V0650,CTDL,4.5
V0650,KTLT,9.5
V0650,LQL1,6.5
V0650,LQL2,5.0
V0650,NMLT,9.5
V0650,TOA1,7.0
V0650,TOA2,5.5
V0650,TTNT,7.0
V0651,CSD1,5.5
V0651,CSD2,6.0
V0651,CTDL,7.5
V0651,KTLT,7.0
V0651,LQL1,5.5
V0651,LQL2,9.5
V0651,NMLT,7.0
V0651,TOA1,5.0
V0651,TOA2,7.5
V0651,TTNT,9.5
V0652,CSD1,8.0
V0652,CSD2,6.5
V0652,CTDL,4.0
V0652,KTLT,7.5
V0652,LQL1,6.0
V0652,LQL2,8.0
V0652,NMLT,9.0
V0652,TOA1,8.5
V0652,TOA2,7.0
V0652,TTNT,5.0
V0653,CSD1,9.0
V0653,CSD2,4.5
V0653,CTDL,4.0
V0653,KTLT,8.0
V0653,LQL1,9.5
V0653,LQL2,5.0
V0653,NMLT,5.0
V0653,TOA1,10.0
V0653,TOA2,6.5
V0653,TTNT,5.5
V0654,CSD1,8.0
V0654,CSD2,7.0
V0654,CTDL,10.0
V0654,KTLT,10.0
V0654,LQL1,6.5
V0654,LQL2,4.0
V0654,NMLT,7.0
V0654,TOA1,9.0
V0654,TOA2,7.0
V0654,TTNT,7.0
V0655,CSD1,6.0
V0655,CSD2,6.0
V0655,CTDL,9.0
V0655,KTLT,7.5
V0655,LQL1,7.0
V0655,LQL2,7.5
V0655,NMLT,8.5
V0655,TOA1,9.0
V0655,TOA2,10.0
V0655,TTNT,5.5
V0656,CSD1,8.5
V0656,CSD2,4.0
V0656,CTDL,5.5
V0656,KTLT,5.5
V0656,LQL1,10.0
V0656,LQL2,5.5
V0656,NMLT,10.0
V0656,TOA1,4.0
V0656,TOA2,10.0
V0656,TTNT,7.0
V0657,CSD1,5.0
V0657,CSD2,7.0
V0657,CTDL,5.5
V0657,KTLT,9.0
V0657,LQL1,9.5
V0657,LQL2,6.5
V0657,NMLT,5.0
V0657,TOA1,6.5
V0657,TOA2,9.5
V0657,TTNT,9.5
V0658,CSD1,9.5
V0658,CSD2,6.5
V0658,CTDL,10.0
V0658,KTLT,8.5
V0658,LQL1,5.5
V0658,LQL2,9.5
V0658,NMLT,7.5
V0658,TOA1,8.5
V0658,TOA2,5.0
V0658,TTNT,5.5
V0659,CSD1,8.0
V0659,CSD2,8.5
V0659,CTDL,6.5
V0659,KTLT,5.5
V0659,LQL1,9.5
V0659,LQL2,8.0
V0659,NMLT,7.0
V0659,TOA1,10.0
V0659,TOA2,9.0
V0659,TTNT,8.5
V0660,CSD1,6.5
V0660,CSD2,4.5
V0660,CTDL,9.0
V0660,KTLT,5.5
V0660,LQL1,6.0
V0660,LQL2,7.0
V0660,NMLT,10.0
V0660,TOA1,7.0
V0660,TOA2,9.5
V0660,TTNT,10.0
V0661,CSD1,9.0
V0661,CSD2,9.5
V0661,CTDL,7.5
V0661,KTLT,5.0
V0661,LQL1,8.0
V0661,LQL2,9.0
V0661,NMLT,6.5
V0661,TOA1,9.0
V0661,TOA2,8.0
V0661,TTNT,9.5
V0662,CSD1,6.0
V0662,CSD2,9.0
V0662,CTDL,8.0
V0662,KTLT,8.0
V0662,LQL1,9.5
V0662,LQL2,6.0
V0662,NMLT,6.5
V0662,TOA1,9.0
V0662,TOA2,8.5
V0662,TTNT,8.5
V0663,CSD1,9.0
V0663,CSD2,8.0
V0663,CTDL,10.0
V0663,KTLT,8.5
V0663,LQL1,6.0
V0663,LQL2,6.5
V0663,NMLT,9.0
V0663,TOA1,6.0
V0663,TOA2,5.0
V0663,TTNT,7.0
V0664,CSD1,7.0
V0664,CSD2,6.5
V0664,CTDL,8.0
V0664,KTLT,6.0
V0664,LQL1,8.5
V0664,LQL2,8.0
V0664,NMLT,6.0
V0664,TOA1,5.0
V0664,TOA2,7.0
V0664,TTNT,8.0
V0665,CSD1,7.0
V0665,CSD2,8.0
V0665,CTDL,8.5
V0665,KTLT,6.0
V0665,LQL1,8.5
V0665,LQL2,6.0
V0665,NMLT,5.0
V0665,TOA1,5.0
V0665,TOA2,6.5
V0665,TTNT,4.5
V0666,CSD1,5.0
V0666,CSD2,5.0
V0666,CTDL,8.0
V0666,KTLT,4.5
V0666,LQL1,4.5
V0666,LQL2,7.0
V0666,NMLT,6.5
V0666,TOA1,6.0
V0666,TOA2,6.0
V0666,TTNT,9.0
V0667,CSD1,9.5
V0667,CSD2,10.0
V0667,CTDL,4.5
V0667,KTLT,6.0
V0667,LQL1,7.0
V0667,LQL2,5.5
V0667,NMLT,10.0
V0667,TOA1,4.5
V0667,TOA2,5.0
V0667,TTNT,5.0
V0668,CSD1,6.0
V0668,CSD2,7.5
V0668,CTDL,8.5
V0668,KTLT,7.0
V0668,LQL1,6.0
V0668,LQL2,5.0
V0668,NMLT,10.0
V0668,TOA1,8.5
V0668,TOA2,9.5
V0668,TTNT,5.0
V0669,CSD1,5.5
V0669,CSD2,5.0
V0669,CTDL,10.0
V0669,KTLT,7.5
V0669,LQL1,6.0
V0669,LQL2,9.0
V0669,NMLT,6.0
V0669,TOA1,4.5
V0669,TOA2,8.0
V0669,TTNT,7.0
V0670,CSD1,5.5
V0670,CSD2,10.0
V0670,CTDL,10.0
V0670,KTLT,5.5
V0670,LQL1,7.0
V0670,LQL2,4.0
V0670,NMLT,4.5
V0670,TOA1,5.0
V0670,TOA2,7.0
V0670,TTNT,4.5
V0671,CSD1,9.0
V0671,CSD2,10.0
V0671,CTDL,8.5
V0671,KTLT,10.0
V0671,LQL1,9.0
V0671,LQL2,4.0
V0671,NMLT,5.0
V0671,TOA1,8.0
V0671,TOA2,7.5
V0671,TTNT,6.5
V0672,CSD1,8.0
V0672,CSD2,5.0
V0672,CTDL,6.5
V0672,KTLT,9.5
V0672,LQL1,6.0
V0672,LQL2,6.5
V0672,NMLT,6.5
V0672,TOA1,9.0
V0672,TOA2,5.5
V0672,TTNT,6.5
V0673,CSD1,9.0
V0673,CSD2,10.0
V0673,CTDL,7.5
V0673,KTLT,5.5
V0673,LQL1,8.0
V0673,LQL2,4.5
V0673,NMLT,6.0
V0673,TOA1,10.0
V0673,TOA2,10.0
V0673,TTNT,7.0
V0674,CSD1,5.0
V0674,CSD2,6.5
V0674,CTDL,10.0
V0674,KTLT,5.0
V0674,LQL1,4.0
V0674,LQL2,8.5
V0674,NMLT,8.0
V0674,TOA1,6.5
V0674,TOA2,8.5
V0674,TTNT,9.5
V0675,CSD1,7.0
V0675,CSD2,4.0
V0675,CTDL,10.0
V0675,KTLT,5.0
V0675,LQL1,8.5
V0675,LQL2,6.0
V0675,NMLT,7.0
V0675,TOA1,6.0
V0675,TOA2,5.0
V0675,TTNT,7.0
V0676,CSD1,6.5
V0676,CSD2,4.5
V0676,CTDL,8.5
V0676,KTLT,5.5
V0676,LQL1,9.0
V0676,LQL2,7.5
V0676,NMLT,5.5
V0676,TOA1,6.0
V0676,TOA2,7.0
V0676,TTNT,6.5
V0677,CSD1,7.0
V0677,CSD2,9.5
V0677,CTDL,9.0
V0677,KTLT,7.5
V0677,LQL1,7.0
V0677,LQL2,8.5
V0677,NMLT,6.5
V0677,TOA1,9.5
V0677,TOA2,8.5
V0677,TTNT,7.0
V0678,CSD1,7.5
V0678,CSD2,9.5
V0678,CTDL,8.0
V0678,KTLT,6.5
V0678,LQL1,9.0
V0678,LQL2,9.0
V0678,NMLT,4.0
V0678,TOA1,4.0
V0678,TOA2,4.0
V0678,TTNT,6.5
V0679,CSD1,9.0
V0679,CSD2,9.0
V0679,CTDL,7.5
V0679,KTLT,6.0
V0679,LQL1,6.0
V0679,LQL2,9.5
V0679,NMLT,9.0
V0679,TOA1,9.0
V0679,TOA2,9.5
V0679,TTNT,8.0
V0680,CSD1,8.0
V0680,CSD2,5.0
V0680,CTDL,5.5
V0680,KTLT,5.0
V0680,LQL1,7.0
V0680,LQL2,8.0
V0680,NMLT,4.0
V0680,TOA1,5.0
V0680,TOA2,6.5
V0680,TTNT,6.5
V0681,CSD1,6.0
V0681,CSD2,10.0
V0681,CTDL,6.0
V0681,KTLT,10.0
V0681,LQL1,8.5
V0681,LQL2,5.5
V0681,NMLT,7.5
V0681,TOA1,7.0
V0681,TOA2,4.5
V0681,TTNT,7.0
V0682,CSD1,5.5
V0682,CSD2,7.5
V0682,CTDL,6.0
V0682,KTLT,7.0
V0682,LQL1,10.0
V0682,LQL2,4.0
V0682,NMLT,9.5
V0682,TOA1,5.5
V0682,TOA2,6.0
V0682,TTNT,8.5
V0683,CSD1,6.0
V0683,CSD2,7.5
V0683,CTDL,7.5
V0683,KTLT,7.0
V0683,LQL1,9.0
V0683,LQL2,8.0
V0683,NMLT,5.0
V0683,TOA1,9.0
V0683,TOA2,6.0
V0683,TTNT,6.5
V0684,CSD1,5.0
V0684,CSD2,6.0
V0684,CTDL,8.5
V0684,KTLT,7.0
V0684,LQL1,4.5
V0684,LQL2,10.0
V0684,NMLT,7.5
V0684,TOA1,9.5
V0684,TOA2,8.0
V0684,TTNT,4.0
V0685,CSD1,7.5
V0685,CSD2,7.0
V0685,CTDL,6.0
V0685,KTLT,5.0
V0685,LQL1,10.0
V0685,LQL2,7.0
V0685,NMLT,9.5
V0685,TOA1,6.5
V0685,TOA2,7.0
V0685,TTNT,5.5
V0686,CSD1,8.0
V0686,CSD2,10.0
V0686,CTDL,10.0
V0686,KTLT,5.5
V0686,LQL1,9.0
V0686,LQL2,6.5
V0686,NMLT,7.0
V0686,TOA1,7.0
V0686,TOA2,8.0
V0686,TTNT,7.5
V0687,CSD1,6.0
V0687,CSD2,9.0
V0687,CTDL,5.0
V0687,KTLT,9.5
V0687,LQL1,8.0
V0687,LQL2,7.5
V0687,NMLT,4.5
V0687,TOA1,6.5
V0687,TOA2,8.0
V0687,TTNT,8.0
V0688,CSD1,5.5
V0688,CSD2,7.0
V0688,CTDL,6.5
V0688,KTLT,6.0
V0688,LQL1,6.5
V0688,LQL2,6.5
V0688,NMLT,9.0
V0688,TOA1,9.5
V0688,TOA2,10.0
V0688,TTNT,7.5
V0689,CSD1,7.0
V0689,CSD2,6.5
V0689,CTDL,6.0
V0689,KTLT,7.5
V0689,LQL1,6.0
V0689,LQL2,7.5
V0689,NMLT,5.0
V0689,TOA1,8.0
V0689,TOA2,4.0
V0689,TTNT,6.0
V0690,CSD1,4.0
V0690,CSD2,5.0
V0690,CTDL,9.5
V0690,KTLT,9.0
V0690,LQL1,7.5
V0690,LQL2,5.5
V0690,NMLT,10.0
V0690,TOA1,8.5
V0690,TOA2,8.0
V0690,TTNT,9.5
V0691,CSD1,4.5
V0691,CSD2,7.0
V0691,CTDL,7.0
V0691,KTLT,8.0
V0691,LQL1,5.0
V0691,LQL2,6.5
V0691,NMLT,8.0
V0691,TOA1,5.0
V0691,TOA2,6.5
V0691,TTNT,8.5
V0692,CSD1,5.0
V0692,CSD2,7.5
V0692,CTDL,7.0
V0692,KTLT,8.5
V0692,LQL1,7.0
V0692,LQL2,6.0
V0692,NMLT,4.5
V0692,TOA1,9.0
V0692,TOA2,5.0
V0692,TTNT,6.0
V0693,CSD1,9.5
V0693,CSD2,5.0
V0693,CTDL,10.0
V0693,KTLT,6.5
V0693,LQL1,7.5
V0693,LQL2,5.5
V0693,NMLT,9.0
V0693,TOA1,10.0
V0693,TOA2,5.0
V0693,TTNT,5.5
V0694,CSD1,6.0
V0694,CSD2,8.5
V0694,CTDL,7.0
V0694,KTLT,7.0
V0694,LQL1,7.0
V0694,LQL2,6.5
V0694,NMLT,8.5
V0694,TOA1,9.5
V0694,TOA2,5.5
V0694,TTNT,4.0
V0695,CSD1,9.0
V0695,CSD2,6.5
V0695,CTDL,6.0
V0695,KTLT,10.0
V0695,LQL1,7.0
V0695,LQL2,7.0
V0695,NMLT,5.0
V0695,TOA1,6.0
V0695,TOA2,7.5
V0695,TTNT,9.5
V0696,CSD1,6.0
V0696,CSD2,8.5
V0696,CTDL,5.0
V0696,KTLT,7.0
V0696,LQL1,8.0
V0696,LQL2,7.0
V0696,NMLT,7.5
V0696,TOA1,7.0
V0696,TOA2,8.0
V0696,TTNT,7.0
V0697,CSD1,5.0
V0697,CSD2,6.0
V0697,CTDL,6.5
V0697,KTLT,9.0
V0697,LQL1,9.0
V0697,LQL2,9.5
V0697,NMLT,6.5
V0697,TOA1,7.5
V0697,TOA2,7.5
V0697,TTNT,8.0
V0698,CSD1,6.5
V0698,CSD2,8.0
V0698,CTDL,6.0
V0698,KTLT,6.0
V0698,LQL1,7.5
V0698,LQL2,7.5
V0698,NMLT,4.5
V0698,TOA1,4.0
V0698,TOA2,10.0
V0698,TTNT,9.5
V0699,CSD1,10.0
V0699,CSD2,10.0
V0699,CTDL,9.5
V0699,KTLT,9.0
V0699,LQL1,4.5
V0699,LQL2,9.0
V0699,NMLT,10.0
V0699,TOA1,5.0
V0699,TOA2,10.0
V0699,TTNT,6.0
V0700,CSD1,5.0
V0700,CSD2,8.0
V0700,CTDL,10.0
V0700,KTLT,10.0
V0700,LQL1,7.0
V0700,LQL2,9.5
V0700,NMLT,10.0
V0700,TOA1,8.5
V0700,TOA2,9.0
V0700,TTNT,7.5
V0701,CSD1,5.0
V0701,CSD2,4.0
V0701,CTDL,5.0
V0701,KTLT,5.5
V0701,LQL1,9.0
V0701,LQL2,6.5
V0701,NMLT,7.0
V0701,TOA1,8.0
V0701,TOA2,6.5
V0701,TTNT,7.0
V0702,CSD1,9.0
V0702,CSD2,6.5
V0702,CTDL,7.5
V0702,KTLT,6.0
V0702,LQL1,6.5
V0702,LQL2,7.5
V0702,NMLT,7.5
V0702,TOA1,7.0
V0702,TOA2,8.5
V0702,TTNT,9.5
V0703,CSD1,8.5
V0703,CSD2,5.0
V0703,CTDL,10.0
V0703,KTLT,5.0
V0703,LQL1,5.0
V0703,LQL2,5.0
V0703,NMLT,10.0
V0703,TOA1,8.5
V0703,TOA2,6.0
V0703,TTNT,9.5
V0704,CSD1,6.5
V0704,CSD2,4.5
V0704,CTDL,8.5
V0704,KTLT,6.0
V0704,LQL1,10.0
V0704,LQL2,6.0
V0704,NMLT,9.5
V0704,TOA1,9.5
V0704,TOA2,9.0
V0704,TTNT,9.5
V0705,CSD1,4.5
V0705,CSD2,6.0
V0705,CTDL,6.0
V0705,KTLT,8.0
V0705,LQL1,9.0
V0705,LQL2,7.0
V0705,NMLT,7.0
V0705,TOA1,8.5
V0705,TOA2,6.0
V0705,TTNT,7.0
V0706,CSD1,10.0
V0706,CSD2,9.5
V0706,CTDL,7.5
V0706,KTLT,5.0
V0706,LQL1,10.0
V0706,LQL2,8.5
V0706,NMLT,9.5
V0706,TOA1,7.0
V0706,TOA2,5.0
V0706,TTNT,7.0
V0707,CSD1,6.5
V0707,CSD2,9.5
V0707,CTDL,9.0
V0707,KTLT,7.5
V0707,LQL1,8.0
V0707,LQL2,6.0
V0707,NMLT,7.0
V0707,TOA1,6.5
V0707,TOA2,6.0
V0707,TTNT,6.0
V0708,CSD1,4.5
V0708,CSD2,6.0
V0708,CTDL,5.5
V0708,KTLT,7.0
V0708,LQL1,5.5
V0708,LQL2,9.0
V0708,NMLT,6.0
V0708,TOA1,5.0
V0708,TOA2,9.0
V0708,TTNT,8.0
V0709,CSD1,5.0
V0709,CSD2,8.0
V0709,CTDL,9.0
V0709,KTLT,8.0
V0709,LQL1,5.0
V0709,LQL2,7.5
V0709,NMLT,8.5
V0709,TOA1,5.0
V0709,TOA2,4.0
V0709,TTNT,7.0
V0710,CSD1,8.5
V0710,CSD2,9.0
V0710,CTDL,6.5
V0710,KTLT,7.0
V0710,LQL1,6.0
V0710,LQL2,6.0
V0710,NMLT,9.5
V0710,TOA1,8.5
V0710,TOA2,9.0
V0710,TTNT,7.0
V0711,CSD1,8.0
V0711,CSD2,6.5
V0711,CTDL,6.0
V0711,KTLT,8.5
V0711,LQL1,6.5
V0711,LQL2,7.0
V0711,NMLT,6.5
V0711,TOA1,10.0
V0711,TOA2,4.0
V0711,TTNT,7.0
V0712,CSD1,8.0
V0712,CSD2,7.5
V0712,CTDL,8.0
V0712,KTLT,4.0
V0712,LQL1,9.0
V0712,LQL2,6.0
V0712,NMLT,7.5
V0712,TOA1,5.0
V0712,TOA2,8.5
V0712,TTNT,9.5
V0713,CSD1,10.0
V0713,CSD2,8.0
V0713,CTDL,7.0
V0713,KTLT,5.0
V0713,LQL1,6.5
V0713,LQL2,10.0
V0713,NMLT,7.5
V0713,TOA1,8.0
V0713,TOA2,7.5
V0713,TTNT,9.5
V0714,CSD1,8.0
V0714,CSD2,5.0
V0714,CTDL,6.5
V0714,KTLT,4.0
V0714,LQL1,4.5
V0714,LQL2,7.0
V0714,NMLT,5.5
V0714,TOA1,4.0
V0714,TOA2,6.5
V0714,TTNT,9.0
V0715,CSD1,8.0
V0715,CSD2,4.0
V0715,CTDL,8.0
V0715,KTLT,10.0
V0715,LQL1,7.0
V0715,LQL2,10.0
V0715,NMLT,8.5
V0715,TOA1,8.5
V0715,TOA2,10.0
V0715,TTNT,6.5
V0716,CSD1,9.5
V0716,CSD2,4.0
V0716,CTDL,6.0
V0716,KTLT,5.0
V0716,LQL1,6.0
V0716,LQL2,6.5
V0716,NMLT,10.0
V0716,TOA1,9.5
V0716,TOA2,6.5
V0716,TTNT,5.5
V0717,CSD1,5.0
V0717,CSD2,4.5
V0717,CTDL,7.5
V0717,KTLT,7.5
V0717,LQL1,10.0
V0717,LQL2,10.0
V0717,NMLT,5.5
V0717,TOA1,9.0
V0717,TOA2,6.0
V0717,TTNT,9.0
V0718,CSD1,8.5
V0718,CSD2,7.5
V0718,CTDL,9.5
V0718,KTLT,6.0
V0718,LQL1,5.5
V0718,LQL2,5.0
V0718,NMLT,9.0
V0718,TOA1,8.0
V0718,TOA2,5.0
V0718,TTNT,10.0
V0719,CSD1,5.0
V0719,CSD2,5.5
V0719,CTDL,5.5
V0719,KTLT,8.0
V0719,LQL1,9.0
V0719,LQL2,5.0
V0719,NMLT,7.5
V0719,TOA1,10.0
V0719,TOA2,5.0
V0719,TTNT,7.5
V0720,CSD1,10.0
V0720,CSD2,4.5
V0720,CTDL,8.5
V0720,KTLT,7.0
V0720,LQL1,8.0
V0720,LQL2,5.5
V0720,NMLT,7.0
V0720,TOA1,6.0
V0720,TOA2,10.0
V0720,TTNT,6.0
V0721,CSD1,5.0
V0721,CSD2,5.5
V0721,CTDL,7.5
V0721,KTLT,6.5
V0721,LQL1,6.0
V0721,LQL2,6.5
V0721,NMLT,9.5
V0721,TOA1,10.0
V0721,TOA2,10.0
V0721,TTNT,6.0
V0722,CSD1,4.5
V0722,CSD2,8.5
V0722,CTDL,7.0
V0722,KTLT,9.0
V0722,LQL1,6.0
V0722,LQL2,6.5
V0722,NMLT,9.5
V0722,TOA1,8.5
V0722,TOA2,7.0
V0722,TTNT,5.5
V0723,CSD1,5.0
V0723,CSD2,8.5
V0723,CTDL,6.0
V0723,KTLT,7.5
V0723,LQL1,8.5
V0723,LQL2,8.0
V0723,NMLT,8.5
V0723,TOA1,7.0
V0723,TOA2,7.0
V0723,TTNT,9.0
V0724,CSD1,7.0
V0724,CSD2,8.0
V0724,CTDL,8.5
V0724,KTLT,7.5
V0724,LQL1,5.0
V0724,LQL2,8.5
V0724,NMLT,7.5
V0724,TOA1,10.0
V0724,TOA2,4.0
V0724,TTNT,9.0
V0725,CSD1,7.0
V0725,CSD2,5.5
V0725,CTDL,7.0
V0725,KTLT,6.5
V0725,LQL1,7.5
V0725,LQL2,4.5
V0725,NMLT,8.5
V0725,TOA1,7.0
V0725,TOA2,9.0
V0725,TTNT,7.0
V0726,CSD1,5.5
V0726,CSD2,9.5
V0726,CTDL,9.0
V0726,KTLT,10.0
V0726,LQL1,7.5
V0726,LQL2,7.0
V0726,NMLT,6.5
V0726,TOA1,5.0
V0726,TOA2,5.0
V0726,TTNT,5.5
V0727,CSD1,8.0
V0727,CSD2,4.0
V0727,CTDL,10.0
V0727,KTLT,9.5
V0727,LQL1,4.0
V0727,LQL2,7.5
V0727,NMLT,8.0
V0727,TOA1,7.5
V0727,TOA2,6.5
V0727,TTNT,9.0
V0728,CSD1,7.5
V0728,CSD2,7.5
V0728,CTDL,5.0
V0728,KTLT,6.0
V0728,LQL1,6.0
V0728,LQL2,8.0
V0728,NMLT,7.5
V0728,TOA1,4.5
V0728,TOA2,10.0
V0728,TTNT,5.5
V0729,CSD1,6.0
V0729,CSD2,10.0
V0729,CTDL,10.0
V0729,KTLT,8.0
V0729,LQL1,5.5
V0729,LQL2,8.5
V0729,NMLT,6.0
V0729,TOA1,4.0
V0729,TOA2,4.0
V0729,TTNT,8.0
V0730,CSD1,5.0
V0730,CSD2,8.5
V0730,CTDL,8.0
V0730,KTLT,7.5
V0730,LQL1,6.5
V0730,LQL2,8.5
V0730,NMLT,9.0
V0730,TOA1,10.0
V0730,TOA2,5.0
V0730,TTNT,4.0
V0731,CSD1,5.0
V0731,CSD2,10.0
V0731,CTDL,5.0
V0731,KTLT,10.0
V0731,LQL1,5.5
V0731,LQL2,8.5
V0731,NMLT,7.0
V0731,TOA1,8.0
V0731,TOA2,8.5
V0731,TTNT,7.0
V0732,CSD1,5.5
V0732,CSD2,4.5
V0732,CTDL,7.5
V0732,KTLT,8.0
V0732,LQL1,9.0
V0732,LQL2,8.0
V0732,NMLT,8.0
V0732,TOA1,9.5
V0732,TOA2,5.0
V0732,TTNT,8.0
V0733,CSD1,6.5
V0733,CSD2,7.0
V0733,CTDL,8.5
V0733,KTLT,4.5
V0733,LQL1,9.5
V0733,LQL2,8.5
V0733,NMLT,9.0
V0733,TOA1,6.0
V0733,TOA2,7.0
V0733,TTNT,5.5
V0734,CSD1,9.5
V0734,CSD2,8.5
V0734,CTDL,7.0
V0734,KTLT,9.0
V0734,LQL1,7.0
V0734,LQL2,5.0
V0734,NMLT,5.0
V0734,TOA1,8.0
V0734,TOA2,6.0
V0734,TTNT,7.5
V0735,CSD1,9.0
V0735,CSD2,5.5
V0735,CTDL,7.0
V0735,KTLT,7.0
V0735,LQL1,4.0
V0735,LQL2,5.0
V0735,NMLT,5.5
V0735,TOA1,10.0
V0735,TOA2,8.5
V0735,TTNT,6.0
V0736,CSD1,8.5
V0736,CSD2,4.5
V0736,CTDL,5.0
V0736,KTLT,10.0
V0736,LQL1,4.0
V0736,LQL2,9.0
V0736,NMLT,10.0
V0736,TOA1,6.0
V0736,TOA2,5.5
V0736,TTNT,7.0
V0737,CSD1,7.5
V0737,CSD2,9.0
V0737,CTDL,5.5
V0737,KTLT,10.0
V0737,LQL1,7.0
V0737,LQL2,8.5
V0737,NMLT,10.0
V0737,TOA1,8.0
V0737,TOA2,9.5
V0737,TTNT,8.0
V0738,CSD1,5.5
V0738,CSD2,10.0
V0738,CTDL,8.5
V0738,KTLT,10.0
V0738,LQL1,7.5
V0738,LQL2,6.5
V0738,NMLT,8.5
V0738,TOA1,6.0
V0738,TOA2,6.0
V0738,TTNT,9.0
V0739,CSD1,10.0
V0739,CSD2,7.0
V0739,CTDL,9.5
V0739,KTLT,5.5
V0739,LQL1,4.0
V0739,LQL2,4.5
V0739,NMLT,8.0
V0739,TOA1,6.0
V0739,TOA2,5.0
V0739,TTNT,8.0
V0740,CSD1,7.0
V0740,CSD2,7.0
V0740,CTDL,4.0
V0740,KTLT,8.0
V0740,LQL1,9.5
V0740,LQL2,4.0
V0740,NMLT,9.0
V0740,TOA1,5.5
V0740,TOA2,8.0
V0740,TTNT,9.5
V0741,CSD1,6.0
V0741,CSD2,4.0
V0741,CTDL,9.0
V0741,KTLT,10.0
V0741,LQL1,9.0
V0741,LQL2,10.0
V0741,NMLT,8.5
V0741,TOA1,4.5
V0741,TOA2,8.5
V0741,TTNT,4.0
V0742,CSD1,5.5
V0742,CSD2,9.0
V0742,CTDL,4.5
V0742,KTLT,6.5
V0742,LQL1,4.5
V0742,LQL2,6.0
V0742,NMLT,6.0
V0742,TOA1,5.0
V0742,TOA2,8.0
V0742,TTNT,9.5
V0743,CSD1,10.0
V0743,CSD2,8.0
V0743,CTDL,8.5
V0743,KTLT,9.0
V0743,LQL1,9.0
V0743,LQL2,9.5
V0743,NMLT,5.5
V0743,TOA1,4.5
V0743,TOA2,7.5
V0743,TTNT,9.0
V0744,CSD1,8.0
V0744,CSD2,6.5
V0744,CTDL,4.0
V0744,KTLT,10.0
V0744,LQL1,5.5
V0744,LQL2,7.0
V0744,NMLT,9.0
V0744,TOA1,6.5
V0744,TOA2,9.0
V0744,TTNT,9.0
V0745,CSD1,6.5
V0745,CSD2,8.0
V0745,CTDL,10.0
V0745,KTLT,7.5
V0745,LQL1,8.0
V0745,LQL2,8.5
V0745,NMLT,6.5
V0745,TOA1,6.5
V0745,TOA2,7.0
V0745,TTNT,8.5
V0746,CSD1,9.0
V0746,CSD2,5.5
V0746,CTDL,6.5
V0746,KTLT,8.0
V0746,LQL1,8.0
V0746,LQL2,8.0
V0746,NMLT,6.0
V0746,TOA1,4.0
V0746,TOA2,6.0
V0746,TTNT,5.0
V0747,CSD1,8.5
V0747,CSD2,5.0
V0747,CTDL,10.0
V0747,KTLT,9.5
V0747,LQL1,8.0
V0747,LQL2,7.5
V0747,NMLT,10.0
V0747,TOA1,9.0
V0747,TOA2,7.5
V0747,TTNT,9.5
V0748,CSD1,6.5
V0748,CSD2,8.0
V0748,CTDL,9.5
V0748,KTLT,7.0
V0748,LQL1,5.0
V0748,LQL2,10.0
V0748,NMLT,10.0
V0748,TOA1,7.5
V0748,TOA2,8.5
V0748,TTNT,10.0
V0749,CSD1,6.0
V0749,CSD2,8.5
V0749,CTDL,5.0
V0749,KTLT,8.0
V0749,LQL1,5.5
V0749,LQL2,9.0
V0749,NMLT,8.0
V0749,TOA1,5.0
V0749,TOA2,8.5
V0749,TTNT,8.5
V0750,CSD1,7.0
V0750,CSD2,6.0
V0750,CTDL,9.0
V0750,KTLT,9.0
V0750,LQL1,7.0
V0750,LQL2,7.0
V0750,NMLT,7.0
V0750,TOA1,7.5
V0750,TOA2,8.5
V0750,TTNT,8.5
V0751,CSD1,4.0
V0751,CSD2,4.0
V0751,CTDL,7.5
V0751,KTLT,4.5
V0751,LQL1,9.5
V0751,LQL2,4.5
V0751,NMLT,6.5
V0751,TOA1,10.0
V0751,TOA2,8.0
V0751,TTNT,6.5
V0752,CSD1,6.0
V0752,CSD2,6.5
V0752,CTDL,7.0
V0752,KTLT,8.0
V0752,LQL1,9.5
V0752,LQL2,9.0
V0752,NMLT,5.0
V0752,TOA1,10.0
V0752,TOA2,9.0
V0752,TTNT,8.0
V0753,CSD1,5.0
V0753,CSD2,7.5
V0753,CTDL,9.5
V0753,KTLT,8.5
V0753,LQL1,10.0
V0753,LQL2,9.0
V0753,NMLT,6.5
V0753,TOA1,8.0
V0753,TOA2,6.0
V0753,TTNT,10.0
V0754,CSD1,8.0
